,name,rating,reviews,type,hq,old,employees
3994,Electronica Finance,4.1,66 Reviews,Private,Pune + 22 more,30 years old,201-500 employees
3995,Harita Seating Systems,4.1,66 Reviews,Public,Chennai + 5 more,32 years old,501-1000 employees
3996,Entercoms,4.0,66 Reviews,Private,Dallas,12 years old,201-500 employees
3997,Metro Tyres,3.9,66 Reviews,Public,Noida + 18 more,52 years old,1001-5000 employees
3998,Nalco,4.4,66 Reviews,Private,Bhubaneswar + 5 more,39 years old,5001-10000 employees
3999,WWICS Group,3.3,66 Reviews,Private,Mohali + 13 more,27 years old,501-1000 employees
4000,Flemingo Duty Free Shop,3.7,66 Reviews,Private,Dubai + 14 more,23 years old,1001-5000 employees
4001,Hiranandani group,4.6,66 Reviews,Private,Mumbai + 5 more,42 years old,5001-10000 employees
4002,Synergies Castings,3.4,66 Reviews,Visakhapatnam,21 years old,201-500 employees,
4003,Domino Printech,3.8,66 Reviews,Private,Gurugram + 17 more,42 years old,201-500 employees
4004,Arya Omnitalk Wireless S...,4.2,66 Reviews,Private,Pune + 15 more,25 years old,1001-5000 employees
4005,Bharat BPO Services,3.9,66 Reviews,Private,Noida + 8 more,14 years old,501-1000 employees
4006,Trelleborg,4.2,66 Reviews,Private,Trelleborg + 1 more,115 years old,10000+ employees
4007,SMS Pharmaceuticals,3.3,66 Reviews,Public,Hyderabad + 1 more,30 years old,
4008,MIOT Hospitals,3.8,66 Reviews,Private,Chennai,21 years old,1001-5000 employees
4009,Windlas Biotech,3.7,66 Reviews,Gurugram + 5 more,19 years old,201-500 employees,
4010,Linc Pen & Plastics,3.3,66 Reviews,Public,Kolkata + 13 more,44 years old,
4011,Azure Power,4.1,66 Reviews,Private,New Delhi + 3 more,12 years old,501-1000 employees
4012,Indostar Capital Finance,4.2,66 Reviews,Public,Mumbai + 30 more,11 years old,1-50 employees
4013,Kayjay Forging,3.8,66 Reviews,Ludhiana + 2 more,32 years old,201-500 employees,
4014,Corporate Infotech,3.8,66 Reviews,Private,Noida + 9 more,13 years old,
4015,Rolex Rings,3.9,66 Reviews,Rajkot + 2 more,17 years old,1001-5000 employees,
4016,GRT Jewellers,4.2,66 Reviews,Private,Chennai + 7 more,56 years old,5001-10000 employees
4017,Haldiram Bhujiawala,3.7,66 Reviews,Private,Nagpur + 10 more,83 years old,501-1000 employees
4018,Gandour India Food Proce...,4.1,66 Reviews,Beirut + 21 more,163 years old,1001-5000 employees,
4019,Exedy Clutch India,3.8,66 Reviews,Private,Michigan + 6 more,9 years old,501-1000 employees
4020,SRMB SRIJAN,3.8,66 Reviews,Kolkata + 9 more,69 years old,201-500 employees,
4021,Jyote Motors,3.6,66 Reviews,Private,Bhubaneswar + 6 more,24 years old,201-500 employees
4022,Maharishi Markandeshwar ...,3.5,66 Reviews,Ambala + 2 more,27 years old,201-500 employees,
4023,Faurecia Interior System...,4.3,66 Reviews,Nanterre + 2 more,22 years old,10000+ employees,
4024,Bgs Global Hospital,3.6,66 Reviews,Private,Bengaluru,21 years old,1001-5000 employees
4025,Interface Microsystems,3.9,66 Reviews,Private,Gurugram + 2 more,36 years old,201-500 employees
4026,Electropneumatics & Hydr...,3.7,66 Reviews,Private,Pune + 1 more,48 years old,501-1000 employees
4027,Kamdhenu,3.9,66 Reviews,Public,Alwar + 17 more,25 years old,201-500 employees
4028,Bharatiya Vidya Bhavan,3.9,66 Reviews,Mumbai + 18 more,82 years old,501-1000 employees,
4029,UIDAI,4.4,66 Reviews,Public,New Delhi + 28 more,11 years old,1001-5000 employees
4030,Norwegian Cruise Line,4.3,66 Reviews,Miami + 5 more,54 years old,10000+ employees,
4031,ICPA Health Products,4.0,66 Reviews,Mumbai + 15 more,37 years old,501-1000 employees,
4032,Ring Plus Aqua,4.0,66 Reviews,Public,Thane + 5 more,23 years old,1001-5000 employees
4033,Optiemus Electronics,3.9,66 Reviews,Noida + 2 more,4 years old,1001-5000 employees,
4034,Paragon Digital Services,3.3,66 Reviews,Private,Chennai + 6 more,22 years old,1001-5000 employees
4035,Parijat Industries (Indi...,4.2,66 Reviews,Private,New Delhi + 13 more,25 years old,201-500 employees
4036,India Transact Services,3.9,66 Reviews,Mumbai + 21 more,13 years old,501-1000 employees,
4037,Gamma Process Hub India ...,3.0,66 Reviews,Private,Chennai + 2 more,5 years old,1001-5000 employees
4038,I P Integrated Services,4.2,66 Reviews,Private,Gurgram + 21 more,9 years old,1001-5000 employees
4039,Hollister Medical India ...,4.2,66 Reviews,Libertyville + 3 more,99 years old,,
4040,TTEC India,4.1,66 Reviews,Ahemdabad,38 years old,10000+ employees,
4041,Gulf Petrochemical Servi...,4.2,66 Reviews,Muscat + 1 more,37 years old,5001-10000 employees,
4042,S G Encon,3.8,66 Reviews,Private,Panchkula + 16 more,12 years old,501-1000 employees
4043,Evelyn Learning Systems,3.7,66 Reviews,Private,New Delhi + 5 more,7 years old,201-500 employees
4044,A&A Business Consulting,3.3,66 Reviews,Private,Mumbai + 8 more,11 years old,1-50 employees
4045,Safeducate Learning,3.8,66 Reviews,Private,New Delhi + 20 more,13 years old,51-200 employees
4046,Coolberg Beverages,3.8,66 Reviews,Private,Mumbai + 14 more,4 years old,51-200 employees
4047,Cinif Technologies,4.5,66 Reviews,Chandigarh + 1 more,11 years old,,
4048,Gozocabs,4.5,66 Reviews,Private,Gurgaon,5 years old,10000+ employees
4049,Cummins Turbo Technologi...,4.2,66 Reviews,Dewas + 5 more,,,
4050,Manpower Services,4.0,65 Reviews,Public,Milwaukee + 19 more,72 years old,
4051,CIBERsites India,3.7,65 Reviews,Private,Troy + 1 more,46 years old,5001-10000 employees
4052,CES,3.3,65 Reviews,Public,Hyderabad + 7 more,24 years old,1001-5000 employees
4053,Pitney Bowes,3.9,65 Reviews,Private,Stamford + 6 more,100 years old,10000+ employees
4054,Meru cabs,4.0,65 Reviews,Private,Mumbai + 9 more,13 years old,1001-5000 employees
4055,Alps Industries,3.6,65 Reviews,Public,Ghaziabad + 8 more,58 years old,1001-5000 employees
4056,Premier,3.8,65 Reviews,Public,Mumbai + 14 more,76 years old,1001-5000 employees
4057,Rave Technologies,3.8,65 Reviews,Private,Mumbai,33 years old,501-1000 employees
4058,Accion Labs,3.7,65 Reviews,Private,Pittsburgh + 3 more,9 years old,1001-5000 employees
4059,Intense Technologies,3.7,65 Reviews,Public,Secunderabad + 8 more,21 years old,5001-10000 employees
4060,Airtel Broadband & Telep...,4.0,65 Reviews,Public,Gurgaon + 23 more,25 years old,10000+ employees
4061,ABT Maruti,4.0,65 Reviews,Private,Coimbatore + 9 more,99 years old,1001-5000 employees
4062,Equiniti,3.4,65 Reviews,Public,London,13 years old,1001-5000 employees
4063,Gulf Oil Corporation,4.3,65 Reviews,Private,Hyderabad + 12 more,59 years old,10000+ employees
4064,Manipal Global Education...,4.1,65 Reviews,Private,Bangalore + 4 more,19 years old,1001-5000 employees
4065,Bambino Agro Industries,4.2,65 Reviews,Public,Secunderabad + 11 more,38 years old,501-1000 employees
4066,Energo Engineering Proje...,3.9,65 Reviews,Private,Gurugram + 12 more,33 years old,5001-10000 employees
4067,Healthkart,3.6,65 Reviews,Private,Gurgaon + 12 more,9 years old,501-1000 employees
4068,Presidium School,3.5,65 Reviews,Private,New Delhi + 5 more,15 years old,1001-5000 employees
4069,GfK MODE,3.5,65 Reviews,Private,Nuremberg + 13 more,86 years old,10000+ employees
4070,Aditya Auto Products & E...,4.0,65 Reviews,Private,Bengaluru + 6 more,24 years old,1001-5000 employees
4071,Dynamic Engineering,3.5,65 Reviews,Public,Houston + 17 more,38 years old,51-200 employees
4072,Alcon Laboratories,4.4,65 Reviews,Geneva + 16 more,75 years old,10000+ employees,
4073,Uniproducts,4.0,65 Reviews,Public,Noida + 4 more,34 years old,201-500 employees
4074,DCW,4.3,65 Reviews,Public,Surendranagar + 5 more,81 years old,1001-5000 employees
4075,Enaltec Labs,3.5,65 Reviews,Navi Mumbai + 5 more,14 years old,501-1000 employees,
4076,SSF PLASTICS,3.7,65 Reviews,Private,Mumbai + 7 more,35 years old,201-500 employees
4077,Orient Paper Mill,4.0,65 Reviews,Kolkata + 4 more,81 years old,1001-5000 employees,
4078,HEUBACH Colour,4.0,65 Reviews,Private,Vadodara + 7 more,26 years old,1001-5000 employees
4079,Hathi Cement,4.1,65 Reviews,Private,Mumbai + 7 more,64 years old,
4080,Gemalto,4.2,65 Reviews,Private,Amsterdam + 3 more,14 years old,10000+ employees
4081,Aurigene Discovery Techn...,3.7,65 Reviews,Private,Bangalore + 2 more,19 years old,501-1000 employees
4082,Rural Electrification Co...,3.8,65 Reviews,Private,New Delhi + 22 more,51 years old,501-1000 employees
4083,Galpha Laboratories,3.5,65 Reviews,Mumbai + 12 more,34 years old,201-500 employees,
4084,Elofic Industries,4.0,65 Reviews,Private,Faridabad + 10 more,69 years old,501-1000 employees
4085,My Home Constructions,4.4,65 Reviews,Private,Hyderabad + 2 more,39 years old,501-1000 employees
4086,Volvo Buses,4.5,65 Reviews,Private,Gothenburg + 2 more,93 years old,5001-10000 employees
4087,RA International,4.0,65 Reviews,Private,Dubai + 9 more,16 years old,1001-5000 employees
4088,Spectrum Talent Manageme...,3.5,65 Reviews,Private,Noida + 14 more,12 years old,5001-10000 employees
4089,Rahee Infratech,4.0,65 Reviews,Private,KOLKATA + 7 more,72 years old,201-500 employees
4090,SODECIA,3.5,65 Reviews,Private,Center Line + 4 more,40 years old,5001-10000 employees
4091,Bharat Wire Ropes,3.8,65 Reviews,Public,Mumbai,34 years old,501-1000 employees
4092,Bhashyam Educational Ins...,4.3,65 Reviews,Private,Guntur + 11 more,22 years old,201-500 employees
4093,Varmora Granito,3.7,65 Reviews,Private,Wankaner + 27 more,26 years old,1001-5000 employees
4094,Epitome Components,3.5,65 Reviews,Ahmednagar + 2 more,26 years old,501-1000 employees,
4095,ATC Telecom Infrastructu...,4.1,65 Reviews,Private,New Delhi + 19 more,16 years old,5001-10000 employees
4096,Zee Laboratories,3.5,65 Reviews,New Delhi + 6 more,27 years old,1001-5000 employees,
4097,Amity International Scho...,4.3,65 Reviews,Noida + 6 more,26 years old,501-1000 employees,
4098,Balaji Action Buildwell,3.8,65 Reviews,New Delhi + 6 more,15 years old,1001-5000 employees,
4099,Carrefour,4.4,65 Reviews,Private,Massy + 10 more,61 years old,10000+ employees
4100,Regency Hospital,3.7,65 Reviews,Private,Kanpur + 3 more,25 years old,501-1000 employees
4101,Box8,3.6,65 Reviews,Private,Mumbai + 5 more,8 years old,1001-5000 employees
4102,Kcc Buildcon,3.8,65 Reviews,Private,Gurgaon + 11 more,21 years old,201-500 employees
4103,Caratlane Trading,4.3,65 Reviews,Private,Chennai + 8 more,12 years old,1001-5000 employees
4104,TATA MEDICAL CENTER,4.2,65 Reviews,Private,Kolkata,9 years old,501-1000 employees
4105,MMTC-PAMP,3.6,65 Reviews,Private,New Delhi + 9 more,12 years old,201-500 employees
4106,Jamia Hamdard University,4.4,65 Reviews,Public,New Delhi,31 years old,1001-5000 employees
4107,Masu Brakes,3.5,65 Reviews,Private,New Delhi + 1 more,38 years old,1001-5000 employees
4108,KINETIC TAIGENE ELECTRIC...,3.2,65 Reviews,Private,Pune,19 years old,201-500 employees
4109,Modern V.R. Security For...,3.8,65 Reviews,Private,Mumbai + 20 more,36 years old,201-500 employees
4110,Seth M R Jaipuria School,3.9,65 Reviews,Lucknow + 9 more,28 years old,1001-5000 employees,
4111,Emmvee Photovoltaic Powe...,3.6,65 Reviews,Private,Bengaluru + 1 more,13 years old,501-1000 employees
4112,Jodas Expoim,3.3,65 Reviews,Private,Hyderabad,14 years old,501-1000 employees
4113,Cipla Health,4.0,65 Reviews,Public,Mumbai + 20 more,7 years old,501-1000 employees
4114,Ciel HR,4.1,65 Reviews,Private,Bengaluru + 17 more,5 years old,51-200 employees
4115,SDM College of Engineeri...,3.9,65 Reviews,Private,Dharwad + 16 more,41 years old,201-500 employees
4116,Codeclouds IT Solutions,4.3,65 Reviews,Private,Pipitea,11 years old,201-500 employees
4117,UPL unit 5,4.4,65 Reviews,Public,Mumbai + 7 more,51 years old,10000+ employees
4118,Innovative,3.6,65 Reviews,Private,Bangalore + 21 more,18 years old,
4119,Patni Computer Systems,4.1,64 Reviews,Private,Mumbai + 10 more,12 years old,5001-10000 employees
4120,Motorola,4.3,64 Reviews,Private,Chicago + 23 more,92 years old,1001-5000 employees
4121,INDIA TODAY GROUP,4.0,64 Reviews,Noida + 4 more,45 years old,1001-5000 employees,
4122,UB Engineering,3.9,64 Reviews,Public,Pune + 15 more,57 years old,1001-5000 employees
4123,Arch Pharmalabs,4.1,64 Reviews,Private,Mumbai + 8 more,21 years old,1001-5000 employees
4124,Mindlance,3.3,64 Reviews,Private,Union + 4 more,21 years old,1001-5000 employees
4125,Marvel Realtors,3.5,64 Reviews,Private,Pune + 1 more,19 years old,501-1000 employees
4126,SDG Software,4.1,64 Reviews,Private,Norwalk + 1 more,27 years old,201-500 employees
4127,C & C Constructions,3.8,64 Reviews,Public,Gurgaon + 13 more,24 years old,201-500 employees
4128,Go Airlines,3.9,64 Reviews,Mumbai + 11 more,15 years old,1001-5000 employees,
4129,Reebok,4.3,64 Reviews,Private,Boston + 32 more,62 years old,5001-10000 employees
4130,GMP Technical Solutions,3.4,64 Reviews,Private,Mumbai + 10 more,15 years old,501-1000 employees
4131,Sofcon,3.9,64 Reviews,Private,Noida + 13 more,18 years old,201-500 employees
4132,SIPL,3.8,64 Reviews,Private,Ghaziabad + 22 more,6 years old,501-1000 employees
4133,AMW Motors,3.2,64 Reviews,Private,Mumbai + 18 more,18 years old,1001-5000 employees
4134,Shivani Locks,3.6,64 Reviews,Faridabad + 4 more,32 years old,201-500 employees,
4135,Onida,3.8,64 Reviews,Private,Mumbai + 21 more,39 years old,1001-5000 employees
4136,Lapiz Digital Services,3.0,64 Reviews,Chennai + 1 more,21 years old,1001-5000 employees,
4137,Galaxy Surfactants,4.0,64 Reviews,Public,Mumbai + 5 more,40 years old,1001-5000 employees
4138,Income Tax Department In...,4.3,64 Reviews,Private,New Delhi + 34 more,163 years old,1001-5000 employees
4139,Kingdom of Dreams,3.2,64 Reviews,Private,Gurgaon + 2 more,10 years old,501-1000 employees
4140,Unique Pharmaceutical La...,4.0,64 Reviews,Private,Lagos + 10 more,33 years old,51-200 employees
4141,Creative Garments,4.1,64 Reviews,Private,Mumbai + 6 more,46 years old,1001-5000 employees
4142,Diffusion Engineers,4.0,64 Reviews,Private,Nagpur + 14 more,38 years old,5001-10000 employees
4143,The Chancery Pavilion,3.4,64 Reviews,Private,Bangalore + 3 more,13 years old,201-500 employees
4144,Saregama India,3.6,64 Reviews,Public,Mumbai + 18 more,118 years old,201-500 employees
4145,Clarivate Analytics,3.8,64 Reviews,Philadelphia + 5 more,4 years old,1001-5000 employees,
4146,Texport Industries,3.6,64 Reviews,Private,Mumbai + 3 more,42 years old,5001-10000 employees
4147,Kriti Industries,3.8,64 Reviews,Public,Indore + 13 more,37 years old,501-1000 employees
4148,Holy Family Hospital,4.2,64 Reviews,Private,New Delhi + 7 more,67 years old,1001-5000 employees
4149,Bacardi,4.1,64 Reviews,Private,Santiago De Cuba + 22 more,158 years old,5001-10000 employees
4150,Aarti Steels,4.1,64 Reviews,Public,Ludhiana + 1 more,41 years old,1001-5000 employees
4151,Essel Finance,3.8,64 Reviews,LLP,Mumbai + 13 more,8 years old,501-1000 employees
4152,Raheja Universal,4.1,64 Reviews,Mumbai + 3 more,40 years old,501-1000 employees,
4153,G-Cube Solutions,3.5,64 Reviews,Private,Noida + 2 more,20 years old,201-500 employees
4154,Noida Power Company,4.0,64 Reviews,Private,Greater Noida + 2 more,27 years old,201-500 employees
4155,Vikram Hospital,4.3,64 Reviews,Bengaluru + 3 more,11 years old,501-1000 employees,
4156,Bygging India,4.0,64 Reviews,Public,Mumbai + 9 more,37 years old,201-500 employees
4157,Colourtex,4.3,64 Reviews,Private,Surat + 4 more,53 years old,501-1000 employees
4158,Royal Infraconstru,3.8,64 Reviews,Kolkata + 9 more,40 years old,201-500 employees,
4159,Spi Cinemas,4.5,64 Reviews,Private,Chennai + 7 more,46 years old,1001-5000 employees
4160,Linfox Logistics,4.4,64 Reviews,Victoria + 12 more,64 years old,10000+ employees,
4161,National Mineral Develop...,4.5,64 Reviews,Public,Hyderabad + 9 more,62 years old,5001-10000 employees
4162,National Petroleum Const...,4.4,64 Reviews,Abu Dhabi + 4 more,47 years old,10000+ employees,
4163,Patton International,3.9,64 Reviews,Private,Kolkata,30 years old,1001-5000 employees
4164,Jaiprakash Power Venture...,4.2,64 Reviews,Public,Noida + 5 more,26 years old,10000+ employees
4165,HIDADA,3.5,64 Reviews,Jeddah + 7 more,38 years old,1001-5000 employees,
4166,Himadri Speciality Chemi...,3.6,64 Reviews,Public,Kolkata + 2 more,30 years old,1001-5000 employees
4167,QRG Central Hospital & R...,4.1,64 Reviews,Private,Faridabad + 1 more,13 years old,501-1000 employees
4168,Gainwell Commosales,4.1,64 Reviews,Private,Kolkata + 19 more,76 years old,1001-5000 employees
4169,Vedika Credit Capital,3.7,64 Reviews,Ranchi + 16 more,25 years old,501-1000 employees,
4170,Kaefer,3.8,64 Reviews,Private,Bremen + 9 more,102 years old,10000+ employees
4171,Sushee Infra & Mining,4.2,64 Reviews,Private,Hyderabad + 6 more,34 years old,1001-5000 employees
4172,ACT Plast Paints,3.7,64 Reviews,Private,Kancheepuram,14 years old,51-200 employees
4173,Aster Cmi Hospital,4.0,64 Reviews,Bengaluru,12 years old,1001-5000 employees,
4174,SOS Children's Village,3.7,64 Reviews,Private,Imst + 18 more,71 years old,10000+ employees
4175,Arkad Engineering and Co...,2.8,64 Reviews,Public,Al Khobar + 4 more,9 years old,5001-10000 employees
4176,West Bengal State Electr...,3.8,64 Reviews,Private,Kolkata + 7 more,13 years old,10000+ employees
4177,Sheraton Hotels and Reso...,4.3,64 Reviews,Private,New York + 8 more,83 years old,
4178,DEC Infra,3.7,64 Reviews,Hyderabad + 5 more,52 years old,51-200 employees,
4179,HDFC Ltd - Housing Finan...,4.4,64 Reviews,Hyderabad + 37 more,,,
4180,Samsung Engineering - SE...,4.3,64 Reviews,Private,Al Jubail + 7 more,50 years old,
4181,Viom Networks,4.3,63 Reviews,Private,Gurgaon + 21 more,10 years old,1001-5000 employees
4182,TNS,4.2,63 Reviews,Private,London + 19 more,19 years old,1001-5000 employees
4183,BPO+,3.4,63 Reviews,Private,Doha + 24 more,15 years old,501-1000 employees
4184,Acer India,3.7,63 Reviews,Public,Xizhi + 20 more,44 years old,5001-10000 employees
4185,Lester Infoservices,3.4,63 Reviews,Private,Connecticut + 1 more,39 years old,1001-5000 employees
4186,Sai Service,4.4,63 Reviews,Private,Pune + 12 more,35 years old,1001-5000 employees
4187,Citrix,3.9,63 Reviews,Private,Fort Lauderdale,31 years old,5001-10000 employees
4188,Nagarjuna Agrichem,3.9,63 Reviews,Private,Hyderabad + 16 more,26 years old,501-1000 employees
4189,Linde Engineering,4.2,63 Reviews,Private,Munich + 6 more,141 years old,10000+ employees
4190,Appasamy Associates,3.9,63 Reviews,Private,Chennai + 10 more,42 years old,1001-5000 employees
4191,Shipping Corporation of ...,4.0,63 Reviews,Private,Mumbai + 4 more,59 years old,10000+ employees
4192,Saburi TLC,3.3,63 Reviews,New Delhi + 2 more,9 years old,,
4193,Vcare Call Center,3.6,63 Reviews,Private,Noida + 1 more,21 years old,1001-5000 employees
4194,Nuance Communications,3.5,63 Reviews,Burlington + 6 more,28 years old,10000+ employees,
4195,Mold-Tek Technologies,3.4,63 Reviews,Public,Hyderabad + 3 more,34 years old,501-1000 employees
4196,Apollo Speciality Hospit...,4.2,63 Reviews,Chennai + 13 more,37 years old,10000+ employees,
4197,ABC Bearings,3.8,63 Reviews,Public,Mumbai + 7 more,59 years old,1001-5000 employees
4198,Ginger Hotels,4.2,63 Reviews,Private,Mumbai + 22 more,16 years old,501-1000 employees
